registration,vote_intention,vote_2020,state,education,gender,age,household_income,vote_trump,race
Registered,"Yes, I will vote",Joe Biden,NY,High school graduate,Female,71 to 80,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Donald Trump,AL,High school graduate,Female,51 to 60,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Joe Biden,IA,Masters degree,Female,61 to 70,"$90,000 to $94,999",0,White
Registered,"Yes, I will vote",Donald Trump,NJ,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Joe Biden,NV,"College Degree (such as B.A., B.S.)",Male,18 to 30,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Donald Trump,IN,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Joe Biden,CT,Associate Degree,Female,61 to 70,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,OH,Associate Degree,Female,71 to 80,"$50,000 to $54,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,OH,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$95,000 to $99,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Joe Biden,PA,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,NM,High school graduate,Female,61 to 70,"$15,000 to $19,999",0,Other race
Registered,"Yes, I will vote",Joe Biden,CO,High school graduate,Male,51 to 60,"$200,000 to $249,999",0,White
Registered,"Yes, I will vote",Joe Biden,AZ,Completed some high school,Female,31 to 40,"Less than $14,999",0,Other race
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Female,18 to 30,"Less than $14,999",0,Other race
Registered,"Yes, I will vote",Joe Biden,HI,Masters degree,Female,41 to 50,"$125,000 to $149,999",0,Chinese
Registered,"Yes, I will vote",Donald Trump,CA,High school graduate,Female,51 to 60,"$80,000 to $84,999",1,White
Registered,"Yes, I will vote",Donald Trump,VA,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$200,000 to $249,999",1,other asian or pacific islander
Registered,"Yes, I will vote",Joe Biden,HI,Associate Degree,Male,31 to 40,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$175,000 to $199,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Donald Trump,CA,Masters degree,Male,18 to 30,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Joe Biden,WA,High school graduate,Male,61 to 70,"$15,000 to $19,999",0,White
Registered,"Yes, I will vote",Donald Trump,OH,Completed some high school,Female,18 to 30,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Male,18 to 30,"Less than $14,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Donald Trump,TX,"College Degree (such as B.A., B.S.)",Male,18 to 30,"$20,000 to $24,999",1,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,NV,Completed some high school,Female,41 to 50,"Less than $14,999",1,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,RI,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$20,000 to $24,999",1,White
Registered,"Yes, I will vote",Joe Biden,NY,High school graduate,Female,18 to 30,"$100,000 to $124,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,OH,High school graduate,Male,31 to 40,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Joe Biden,CT,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$15,000 to $19,999",0,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Male,18 to 30,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,IL,Completed some high school,Male,31 to 40,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Donald Trump,AL,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Donald Trump,SC,Completed some high school,Female,41 to 50,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Male,61 to 70,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Donald Trump,AZ,High school graduate,Male,31 to 40,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Joe Biden,IL,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,Completed some high school,Female,41 to 50,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,CA,Associate Degree,Female,31 to 40,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,"College Degree (such as B.A., B.S.)",Female,31 to 40,"Less than $14,999",0,Other race
Registered,"Yes, I will vote",Donald Trump,CA,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$125,000 to $149,999",1,White
Registered,"Yes, I will vote",Joe Biden,NJ,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$125,000 to $149,999",0,White
Registered,"Yes, I will vote",Joe Biden,MS,Associate Degree,Female,61 to 70,"$35,000 to $39,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,GA,Completed some high school,Female,18 to 30,"$90,000 to $94,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$100,000 to $124,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$90,000 to $94,999",0,White
Registered,"Yes, I will vote",Donald Trump,PA,Completed some high school,Male,18 to 30,"$35,000 to $39,999",1,White
Registered,"Yes, I will vote",Joe Biden,FL,Masters degree,Female,61 to 70,"$85,000 to $89,999",0,White
Registered,"Yes, I will vote",Donald Trump,NC,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$70,000 to $74,999",1,Chinese
Registered,"Yes, I will vote",Joe Biden,MN,"College Degree (such as B.A., B.S.)",Female,71 to 80,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Joe Biden,VA,High school graduate,Female,18 to 30,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Female,18 to 30,"$125,000 to $149,999",0,White
Registered,"Yes, I will vote",Joe Biden,CA,Masters degree,Female,18 to 30,"$250,000 and above",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,OR,Associate Degree,Female,18 to 30,"$80,000 to $84,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Donald Trump,WI,Associate Degree,Male,51 to 60,"$90,000 to $94,999",1,White
Registered,"Yes, I will vote",Joe Biden,IL,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$95,000 to $99,999",0,White
Registered,"Yes, I will vote",Joe Biden,SC,Completed some high school,Female,31 to 40,"$20,000 to $24,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,NC,Masters degree,Female,18 to 30,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,PA,High school graduate,Male,71 to 80,"$200,000 to $249,999",1,White
Registered,"Yes, I will vote",Donald Trump,NY,High school graduate,Male,61 to 70,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Joe Biden,PA,High school graduate,Female,51 to 60,"$30,000 to $34,999",0,White
Registered,"Yes, I will vote",Donald Trump,MO,High school graduate,Female,51 to 60,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Donald Trump,OR,High school graduate,Female,61 to 70,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$125,000 to $149,999",0,Chinese
Registered,"Yes, I will vote",Donald Trump,SD,Middle School - Grades 4 - 8,Male,31 to 40,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Male,61 to 70,"$35,000 to $39,999",0,White
Registered,"Yes, I will vote",Joe Biden,GA,High school graduate,Female,71 to 80,"$25,000 to $29,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,TX,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Joe Biden,MI,"College Degree (such as B.A., B.S.)",Male,71 to 80,"$95,000 to $99,999",0,White
Registered,"Yes, I will vote",Donald Trump,MD,High school graduate,Male,41 to 50,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Joe Biden,LA,High school graduate,Male,41 to 50,"$55,000 to $59,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,NJ,High school graduate,Female,51 to 60,"$35,000 to $39,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,UT,High school graduate,Male,31 to 40,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,Completed some high school,Male,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,CA,High school graduate,Male,51 to 60,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Donald Trump,TN,High school graduate,Male,41 to 50,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,KY,High school graduate,Male,61 to 70,"$55,000 to $59,999",1,White
Registered,"Yes, I will vote",Donald Trump,CA,High school graduate,Female,31 to 40,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Male,51 to 60,"$100,000 to $124,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,IL,High school graduate,Male,41 to 50,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,NY,Masters degree,Male,31 to 40,"$200,000 to $249,999",1,White
Registered,"Yes, I will vote",Donald Trump,NV,High school graduate,Male,61 to 70,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Donald Trump,ID,High school graduate,Male,41 to 50,"Less than $14,999",1,White
Registered,"Yes, I will vote",Donald Trump,GA,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$80,000 to $84,999",1,White
Registered,"Yes, I will vote",Joe Biden,GA,Completed some high school,Female,31 to 40,"$70,000 to $74,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,CO,High school graduate,Male,51 to 60,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Donald Trump,OR,Completed some high school,Female,51 to 60,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Donald Trump,WA,Associate Degree,Female,61 to 70,"$85,000 to $89,999",1,American Indian or Alaska Native
Registered,"Yes, I will vote",Joe Biden,ID,High school graduate,Male,71 to 80,"$75,000 to $79,999",0,White
Registered,"Yes, I will vote",Joe Biden,CA,Masters degree,Male,41 to 50,"$250,000 and above",0,White
Registered,"Yes, I will vote",Joe Biden,NY,Completed some high school,Female,18 to 30,"$75,000 to $79,999",0,Other race
Registered,"Yes, I will vote",Joe Biden,MI,High school graduate,Male,61 to 70,"$20,000 to $24,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,FL,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,CO,Associate Degree,Male,18 to 30,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Donald Trump,LA,Completed some high school,Male,18 to 30,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Female,31 to 40,"$30,000 to $34,999",0,White
Registered,"Yes, I will vote",Joe Biden,FL,High school graduate,Male,18 to 30,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Joe Biden,AZ,Masters degree,Female,31 to 40,"$150,000 to $174,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Joe Biden,WA,High school graduate,Male,31 to 40,"$70,000 to $74,999",0,White
Registered,"Yes, I will vote",Donald Trump,NY,"College Degree (such as B.A., B.S.)",Male,18 to 30,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,Masters degree,Male,51 to 60,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Donald Trump,MS,Completed some high school,Female,18 to 30,"Less than $14,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Female,41 to 50,"$15,000 to $19,999",1,White
Registered,"Yes, I will vote",Donald Trump,VA,High school graduate,Female,51 to 60,"$15,000 to $19,999",1,White
Registered,"Yes, I will vote",Joe Biden,WI,High school graduate,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,NC,High school graduate,Male,51 to 60,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Female,61 to 70,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Joe Biden,NC,High school graduate,Female,31 to 40,"$35,000 to $39,999",0,White
Registered,"Yes, I will vote",Donald Trump,OH,Associate Degree,Female,71 to 80,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Joe Biden,UT,High school graduate,Male,18 to 30,"$35,000 to $39,999",0,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,CA,Masters degree,Female,61 to 70,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Male,31 to 40,"$50,000 to $54,999",1,Other race
Registered,"Yes, I will vote",Joe Biden,SC,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$45,000 to $49,999",0,"Black, or African American"
