registration,vote_intention,vote_2020,state,education,gender,age,household_income,vote_trump,race
Registered,"Yes, I will vote",Donald Trump,FL,High school graduate,Male,51 to 60,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,Masters degree,Female,18 to 30,"Less than $14,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Male,61 to 70,"Less than $14,999",1,White
Registered,"Yes, I will vote",Joe Biden,PA,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$125,000 to $149,999",0,White
Registered,"Yes, I will vote",Joe Biden,MA,High school graduate,Male,41 to 50,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,IL,High school graduate,Male,71 to 80,"$20,000 to $24,999",1,White
Registered,"Yes, I will vote",Donald Trump,NY,High school graduate,Male,61 to 70,"$125,000 to $149,999",1,White
Registered,"Yes, I will vote",Donald Trump,PA,High school graduate,Female,61 to 70,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,Masters degree,Male,31 to 40,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Donald Trump,FL,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Joe Biden,KY,High school graduate,Male,41 to 50,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,FL,High school graduate,Male,61 to 70,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Joe Biden,WV,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$25,000 to $29,999",0,White
Registered,"Yes, I will vote",Donald Trump,CT,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$90,000 to $94,999",1,White
Registered,"Yes, I will vote",Joe Biden,IL,Associate Degree,Female,18 to 30,"$15,000 to $19,999",0,White
Registered,"Yes, I will vote",Donald Trump,KY,High school graduate,Male,41 to 50,"$35,000 to $39,999",1,White
Registered,"Yes, I will vote",Donald Trump,VA,Associate Degree,Male,61 to 70,"$15,000 to $19,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Male,18 to 30,"$25,000 to $29,999",0,American Indian or Alaska Native
Registered,"Yes, I will vote",Donald Trump,WA,High school graduate,Male,31 to 40,"$95,000 to $99,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$250,000 and above",0,White
Registered,"Yes, I will vote",Joe Biden,KY,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,PA,High school graduate,Male,41 to 50,"$15,000 to $19,999",1,White
Registered,"Yes, I will vote",Donald Trump,PA,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$95,000 to $99,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,"College Degree (such as B.A., B.S.)",Male,71 to 80,"$85,000 to $89,999",1,White
Registered,"Yes, I will vote",Donald Trump,MA,High school graduate,Male,18 to 30,"Less than $14,999",1,White
Registered,"Yes, I will vote",Donald Trump,PA,High school graduate,Female,31 to 40,"Less than $14,999",1,Other race
Registered,"Yes, I will vote",Joe Biden,CA,Doctorate degree,Female,31 to 40,"$125,000 to $149,999",0,White
Registered,"Yes, I will vote",Donald Trump,NE,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$65,000 to $69,999",1,White
Registered,"Yes, I will vote",Donald Trump,NY,High school graduate,Male,31 to 40,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,AZ,"College Degree (such as B.A., B.S.)",Male,71 to 80,"$35,000 to $39,999",0,White
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Male,41 to 50,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,SC,"College Degree (such as B.A., B.S.)",Male,31 to 40,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$125,000 to $149,999",1,White
Registered,"Yes, I will vote",Joe Biden,MA,Associate Degree,Male,18 to 30,"$20,000 to $24,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,"College Degree (such as B.A., B.S.)",Female,71 to 80,"$60,000 to $64,999",0,White
Registered,"Yes, I will vote",Donald Trump,AZ,Completed some high school,Male,18 to 30,"Less than $14,999",1,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,IL,High school graduate,Female,61 to 70,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Donald Trump,OH,High school graduate,Female,31 to 40,"$75,000 to $79,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$80,000 to $84,999",0,White
Registered,"Yes, I will vote",Joe Biden,VA,High school graduate,Male,61 to 70,"Less than $14,999",0,White
Registered,"Yes, I will vote",Joe Biden,OR,Masters degree,Female,31 to 40,"$75,000 to $79,999",0,White
Registered,"Yes, I will vote",Joe Biden,WV,Doctorate degree,Female,above 80,"$25,000 to $29,999",0,White
Registered,"Yes, I will vote",Donald Trump,NM,Doctorate degree,Male,31 to 40,"$200,000 to $249,999",1,White
Registered,"Yes, I will vote",Donald Trump,CO,High school graduate,Male,51 to 60,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Donald Trump,OH,Associate Degree,Female,41 to 50,"$55,000 to $59,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,Associate Degree,Female,31 to 40,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Donald Trump,NV,"College Degree (such as B.A., B.S.)",Male,71 to 80,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,AZ,Associate Degree,Male,61 to 70,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Joe Biden,CA,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$125,000 to $149,999",0,White
Registered,"Yes, I will vote",Donald Trump,AL,Masters degree,Female,61 to 70,"$90,000 to $94,999",1,White
Registered,"Yes, I will vote",Joe Biden,OH,High school graduate,Female,51 to 60,"$15,000 to $19,999",0,White
Registered,"Yes, I will vote",Donald Trump,AL,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$80,000 to $84,999",1,White
Registered,"Yes, I will vote",Donald Trump,NY,High school graduate,Male,51 to 60,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Joe Biden,MA,Associate Degree,Female,71 to 80,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,OH,High school graduate,Male,41 to 50,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Donald Trump,NJ,High school graduate,Male,51 to 60,"$60,000 to $64,999",1,White
Registered,"Yes, I will vote",Joe Biden,PA,High school graduate,Male,51 to 60,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,SC,Masters degree,Male,71 to 80,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Male,61 to 70,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,AZ,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$100,000 to $124,999",1,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Male,31 to 40,"Less than $14,999",0,Other race
Registered,"Yes, I will vote",Joe Biden,GA,"College Degree (such as B.A., B.S.)",Female,18 to 30,"$25,000 to $29,999",0,White
Registered,"Yes, I will vote",Joe Biden,CT,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$15,000 to $19,999",0,White
Registered,"Yes, I will vote",Donald Trump,IL,High school graduate,Female,51 to 60,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,NC,High school graduate,Male,71 to 80,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Joe Biden,IN,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Donald Trump,MA,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Joe Biden,VT,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,CA,"College Degree (such as B.A., B.S.)",Male,41 to 50,"$150,000 to $174,999",1,White
Registered,"Yes, I will vote",Joe Biden,OR,Associate Degree,Male,61 to 70,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Joe Biden,OH,High school graduate,Female,71 to 80,"$70,000 to $74,999",0,White
Registered,"Yes, I will vote",Donald Trump,MN,Associate Degree,Female,61 to 70,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Donald Trump,IN,High school graduate,Female,51 to 60,"$35,000 to $39,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,High school graduate,Female,51 to 60,"$20,000 to $24,999",1,White
Registered,"Yes, I will vote",Donald Trump,FL,Doctorate degree,Male,31 to 40,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Joe Biden,NY,Masters degree,Male,41 to 50,"$75,000 to $79,999",0,White
Registered,"Yes, I will vote",Joe Biden,WI,Associate Degree,Female,18 to 30,"$35,000 to $39,999",0,White
Registered,"Yes, I will vote",Joe Biden,CT,Masters degree,Female,61 to 70,"$65,000 to $69,999",0,White
Registered,"Yes, I will vote",Joe Biden,NJ,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$85,000 to $89,999",0,White
Registered,"Yes, I will vote",Donald Trump,NC,High school graduate,Female,71 to 80,"$15,000 to $19,999",1,White
Registered,"Yes, I will vote",Joe Biden,IN,Associate Degree,Female,51 to 60,"$30,000 to $34,999",0,White
Registered,"Yes, I will vote",Joe Biden,FL,Completed some high school,Male,61 to 70,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Joe Biden,NC,Associate Degree,Female,61 to 70,"$25,000 to $29,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,MO,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$20,000 to $24,999",1,White
Registered,"Yes, I will vote",Donald Trump,IN,Associate Degree,Female,61 to 70,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Donald Trump,CA,Masters degree,Female,18 to 30,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Donald Trump,NY,Masters degree,Female,31 to 40,"$95,000 to $99,999",1,White
Registered,"Yes, I will vote",Donald Trump,NV,High school graduate,Female,31 to 40,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,GA,"College Degree (such as B.A., B.S.)",Male,51 to 60,"$100,000 to $124,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,NC,Masters degree,Female,51 to 60,"$30,000 to $34,999",0,White
Registered,"Yes, I will vote",Joe Biden,GA,Associate Degree,Female,18 to 30,"$55,000 to $59,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,FL,Masters degree,Female,61 to 70,"$150,000 to $174,999",1,White
Registered,"Yes, I will vote",Donald Trump,AK,High school graduate,Female,31 to 40,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Donald Trump,OH,High school graduate,Male,18 to 30,"$30,000 to $34,999",1,White
Registered,"Yes, I will vote",Donald Trump,PA,High school graduate,Female,61 to 70,"$70,000 to $74,999",1,White
Registered,"Yes, I will vote",Joe Biden,FL,Associate Degree,Male,18 to 30,"$30,000 to $34,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,SC,High school graduate,Female,61 to 70,"$65,000 to $69,999",1,White
Registered,"Yes, I will vote",Donald Trump,PA,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Female,51 to 60,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Joe Biden,NY,High school graduate,Female,71 to 80,"$95,000 to $99,999",0,White
Registered,"Yes, I will vote",Joe Biden,IN,Masters degree,Male,41 to 50,"$90,000 to $94,999",0,White
Registered,"Yes, I will vote",Joe Biden,NC,High school graduate,Female,71 to 80,"$20,000 to $24,999",0,White
Registered,"Yes, I will vote",Joe Biden,FL,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$20,000 to $24,999",0,White
Registered,"Yes, I will vote",Donald Trump,FL,High school graduate,Female,61 to 70,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Donald Trump,NJ,"College Degree (such as B.A., B.S.)",Male,18 to 30,"$80,000 to $84,999",1,White
Registered,"Yes, I will vote",Joe Biden,SC,Associate Degree,Female,71 to 80,"$75,000 to $79,999",0,White
Registered,"Yes, I will vote",Donald Trump,CO,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Joe Biden,CA,High school graduate,Female,18 to 30,"$30,000 to $34,999",0,other asian or pacific islander
Registered,"Yes, I will vote",Joe Biden,MO,Masters degree,Female,31 to 40,"$75,000 to $79,999",0,White
Registered,"Yes, I will vote",Joe Biden,NY,Associate Degree,Female,61 to 70,"$20,000 to $24,999",0,White
Registered,"Yes, I will vote",Joe Biden,NJ,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$55,000 to $59,999",0,White
Registered,"Yes, I will vote",Donald Trump,FL,Associate Degree,Male,71 to 80,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Donald Trump,IA,High school graduate,Female,41 to 50,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Donald Trump,CA,High school graduate,Female,61 to 70,"$45,000 to $49,999",1,White
Registered,"Yes, I will vote",Joe Biden,OR,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$80,000 to $84,999",0,White
Registered,"Yes, I will vote",Donald Trump,NJ,Masters degree,Female,71 to 80,"$35,000 to $39,999",1,White
Registered,"Yes, I will vote",Joe Biden,TN,High school graduate,Female,18 to 30,"Less than $14,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,FL,"College Degree (such as B.A., B.S.)",Female,51 to 60,"Less than $14,999",0,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,TX,High school graduate,Female,61 to 70,"$35,000 to $39,999",1,White
Registered,"Yes, I will vote",Donald Trump,MN,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$125,000 to $149,999",1,White
Registered,"Yes, I will vote",Donald Trump,IL,High school graduate,Female,71 to 80,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Joe Biden,PA,High school graduate,Female,18 to 30,"Less than $14,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,PA,Associate Degree,Male,31 to 40,"$80,000 to $84,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,KS,High school graduate,Female,61 to 70,"$30,000 to $34,999",0,White
Registered,"Yes, I will vote",Donald Trump,OR,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$25,000 to $29,999",1,White
Registered,"Yes, I will vote",Donald Trump,TN,High school graduate,Female,61 to 70,"$40,000 to $44,999",1,White
Registered,"Yes, I will vote",Donald Trump,OR,High school graduate,Female,61 to 70,"$85,000 to $89,999",1,White
Registered,"Yes, I will vote",Donald Trump,AZ,Masters degree,Female,61 to 70,"$125,000 to $149,999",1,White
Registered,"Yes, I will vote",Donald Trump,MD,Masters degree,Male,51 to 60,"$55,000 to $59,999",1,White
Registered,"Yes, I will vote",Joe Biden,MD,"College Degree (such as B.A., B.S.)",Female,41 to 50,"$55,000 to $59,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,OK,High school graduate,Female,51 to 60,"$65,000 to $69,999",0,White
Registered,"Yes, I will vote",Donald Trump,CO,"College Degree (such as B.A., B.S.)",Female,61 to 70,"$175,000 to $199,999",1,White
Registered,"Yes, I will vote",Joe Biden,MO,High school graduate,Female,31 to 40,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Donald Trump,ME,High school graduate,Female,18 to 30,"$20,000 to $24,999",1,White
Registered,"Yes, I will vote",Donald Trump,WV,Associate Degree,Female,31 to 40,"$50,000 to $54,999",1,White
Registered,"Yes, I will vote",Joe Biden,NC,Completed some high school,Female,18 to 30,"$95,000 to $99,999",0,Chinese
Registered,"Yes, I will vote",Joe Biden,NJ,"College Degree (such as B.A., B.S.)",Male,61 to 70,"$100,000 to $124,999",0,White
Registered,"Yes, I will vote",Joe Biden,NJ,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$80,000 to $84,999",0,White
Registered,"Yes, I will vote",Donald Trump,CA,"College Degree (such as B.A., B.S.)",Female,31 to 40,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Joe Biden,FL,"College Degree (such as B.A., B.S.)",Female,61 to 70,"$20,000 to $24,999",0,White
Registered,"Yes, I will vote",Donald Trump,NV,Masters degree,Female,61 to 70,"$100,000 to $124,999",1,White
Registered,"Yes, I will vote",Joe Biden,TX,High school graduate,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Joe Biden,FL,Associate Degree,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Donald Trump,WI,Masters degree,Female,51 to 60,"$60,000 to $64,999",1,White
Registered,"Yes, I will vote",Joe Biden,KY,Associate Degree,Female,31 to 40,"$45,000 to $49,999",0,White
Registered,"Yes, I will vote",Joe Biden,FL,"College Degree (such as B.A., B.S.)",Female,51 to 60,"$50,000 to $54,999",0,White
Registered,"Yes, I will vote",Joe Biden,OH,High school graduate,Male,51 to 60,"$150,000 to $174,999",0,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,SC,High school graduate,Female,61 to 70,"$40,000 to $44,999",0,White
Registered,"Yes, I will vote",Donald Trump,NV,Associate Degree,Male,31 to 40,"$60,000 to $64,999",1,White
Registered,"Yes, I will vote",Joe Biden,IN,High school graduate,Female,18 to 30,"Less than $14,999",0,White
Registered,"Yes, I will vote",Joe Biden,IL,Masters degree,Female,51 to 60,"$100,000 to $124,999",0,White
